,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
46,csa_asc,CanadianSpaceAgency,93714983,410229066546307072,/csa_asc/status/410229066546307072,2013-12-10 02:06:45,1386641205,@TronAlphaGolf @MarsWxReport @environmentca @cityofwinnipeg Apparently so! There are a few places off AND on Earth! > http://www.nasa.gov/content/goddard/nasa-usgs-landsat-8-satellite-pinpoints-coldest-spots-on-earth/#.UqZ2zqu9Kc1 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1102857618"" dir=""ltr"" href=""/TronAlphaGolf""><s>@</s><b>TronAlphaGolf</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""102448827"" dir=""ltr"" href=""/environmentca""><s>@</s><b>environmentca</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""80030500"" dir=""ltr"" href=""/cityofwinnipeg""><s>@</s><b>cityofwinnipeg</b></a> Apparently so! There are a few places off AND on Earth! &gt; <a class=""twitter-timeline-link"" data-expanded-url=""http://www.nasa.gov/content/goddard/nasa-usgs-landsat-8-satellite-pinpoints-coldest-spots-on-earth/#.UqZ2zqu9Kc1"" dir=""ltr"" href=""http://t.co/WarZzYOhVC"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.nasa.gov/content/goddard/nasa-usgs-landsat-8-satellite-pinpoints-coldest-spots-on-earth/#.UqZ2zqu9Kc1""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">nasa.gov/content/goddar</span><span class=""invisible"">d/nasa-usgs-landsat-8-satellite-pinpoints-coldest-spots-on-earth/#.UqZ2zqu9Kc1</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['http://www.nasa.gov/content/goddard/nasa-usgs-landsat-8-satellite-pinpoints-coldest-spots-on-earth/#.UqZ2zqu9Kc1'],[],False,[],,0,0,0,False,True,409707641565622273,"[{'screen_name': 'TronAlphaGolf', 'user_id': '1102857618'}]"
47,csa_asc,CanadianSpaceAgency,93714983,410228082910711809,/csa_asc/status/410228082910711809,2013-12-10 02:02:51,1386640971,"@MarsWxReport With pleasure! And we are staying warm. It's a bit chilly where we are, but far from -20 C! :)","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a> With pleasure! And we are staying warm. It's a bit chilly where we are, but far from -20 C! :)</p>",[],[],False,[],,0,0,0,False,True,410214658151575553,"[{'screen_name': 'MarsWxReport', 'user_id': '786939553'}]"
48,TronAlphaGolf,Trenton Gresiuk,1102857618,410218477174009856,/TronAlphaGolf/status/410218477174009856,2013-12-10 01:24:41,1386638681,@MarsWxReport @csa_asc @environmentca So there are places colder than #Winterpeg  (@cityofwinnipeg)...,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""93714983"" dir=""ltr"" href=""/csa_asc""><s>@</s><b>csa_asc</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""102448827"" dir=""ltr"" href=""/environmentca""><s>@</s><b>environmentca</b></a> So there are places colder than <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Winterpeg?src=hash""><s>#</s><b>Winterpeg</b></a>  (<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""80030500"" dir=""ltr"" href=""/cityofwinnipeg""><s>@</s><b>cityofwinnipeg</b></a>)...</p>",[],['Winterpeg'],False,[],,0,0,1,True,True,409707641565622273,"[{'screen_name': 'MarsWxReport', 'user_id': '786939553'}]"
49,MarsWxReport,Mars Weather,786939553,410217316123566080,/MarsWxReport/status/410217316123566080,2013-12-10 01:20:04,1386638404,"Sol 476 (2013-12-08): high -25C/-13F, low -85C/-121F, pressure 9.06 hPa, 705 mins of daylight, 06:06-17:51","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 476 (2013-12-08): high -25C/-13F, low -85C/-121F, pressure 9.06 hPa, 705 mins of daylight, 06:06-17:51</p>",[],[],False,[],,0,5,0,False,False,,[]
50,rtphokie,Tony Rice,16207462,410216631336710144,/rtphokie/status/410216631336710144,2013-12-10 01:17:21,1386638241,@MarsWxReport bot was just retweeted by the Canadian Space Agency.  Their 72k followers are making things interesting pic.twitter.com/ysWM6hKr27,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a> bot was just retweeted by the Canadian Space Agency.  Their 72k followers are making things interesting <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""http://t.co/ysWM6hKr27"">pic.twitter.com/ysWM6hKr27</a></p>",[],[],True,['https://pbs.twimg.com/media/BbFh2kZIcAAt-eA.jpg'],,0,0,0,False,False,,[]
51,StevetheCanuck,SteveBev,106520837,410216001746132994,/StevetheCanuck/status/410216001746132994,2013-12-10 01:14:50,1386638090,"MT @MarsWxReport: Edmonton slightly warmer on Sol 473 (2013-12-05) than Gale Crater, Mars. http://climate.weather.gc.ca/climateData/generate_chart_e.html?StationID=31427&timeframe=1&type=line&MeasTypeID=temp&Year=2013&Month=12&Day=5&cmdB1=Go# …pic.twitter.com/jrW54flHQx","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">MT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a>: Edmonton slightly warmer on Sol 473 (2013-12-05) than Gale Crater, Mars. <a class=""twitter-timeline-link"" data-expanded-url=""http://climate.weather.gc.ca/climateData/generate_chart_e.html?StationID=31427&amp;timeframe=1&amp;type=line&amp;MeasTypeID=temp&amp;Year=2013&amp;Month=12&amp;Day=5&amp;cmdB1=Go#"" dir=""ltr"" href=""http://t.co/ERnxar7SAE"" rel=""nofollow noopener"" target=""_blank"" title=""http://climate.weather.gc.ca/climateData/generate_chart_e.html?StationID=31427&amp;timeframe=1&amp;type=line&amp;MeasTypeID=temp&amp;Year=2013&amp;Month=12&amp;Day=5&amp;cmdB1=Go#""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">climate.weather.gc.ca/climateData/ge</span><span class=""invisible"">nerate_chart_e.html?StationID=31427&amp;timeframe=1&amp;type=line&amp;MeasTypeID=temp&amp;Year=2013&amp;Month=12&amp;Day=5&amp;cmdB1=Go#</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""http://t.co/jrW54flHQx"">pic.twitter.com/jrW54flHQx</a></p>",['http://climate.weather.gc.ca/climateData/generate_chart_e.html?StationID=31427&timeframe=1&type=line&MeasTypeID=temp&Year=2013&Month=12&Day=5&cmdB1=Go#'],[],True,['https://pbs.twimg.com/media/Ba-S7dqIUAA4KTo.png'],,0,0,0,False,False,,[]
52,Jables321,Zain Husain,13978512,410210409199964160,/Jables321/status/410210409199964160,2013-12-10 00:52:37,1386636757,@MarsWxReport @csa_asc @CityofEdmonton haha that's great.pic.twitter.com/Rvm4UCqiO8,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""93714983"" dir=""ltr"" href=""/csa_asc""><s>@</s><b>csa_asc</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""20172983"" dir=""ltr"" href=""/CityofEdmonton""><s>@</s><b>CityofEdmonton</b></a> haha that's great.<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""http://t.co/Rvm4UCqiO8"">pic.twitter.com/Rvm4UCqiO8</a></p>",[],[],True,['https://pbs.twimg.com/media/BbFcMZKIUAAzoVt.jpg'],,0,0,0,False,True,409707641565622273,"[{'screen_name': 'MarsWxReport', 'user_id': '786939553'}]"
53,JustinJONeill,Justin O'Neill,54993288,410207770190020608,/JustinJONeill/status/410207770190020608,2013-12-10 00:42:08,1386636128,"Cheaper flight too. RT @MarsWxReport: Edmonton was warmer than Mars' Gale Crater, but not by much pic.twitter.com/dpxgzAFfkq","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Cheaper flight too. RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a>: Edmonton was warmer than Mars' Gale Crater, but not by much <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""http://t.co/dpxgzAFfkq"">pic.twitter.com/dpxgzAFfkq</a></p>",[],[],True,['https://pbs.twimg.com/media/Ba-S7dqIUAA4KTo.png'],,2,1,0,False,False,,[]
54,thecolonels,Robert J.,52866847,410207062111444992,/thecolonels/status/410207062111444992,2013-12-10 00:39:19,1386635959,@MarsWxReport @csa_asc throw the wind chill in there then we'll talk. that day was cold as....Mars.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""93714983"" dir=""ltr"" href=""/csa_asc""><s>@</s><b>csa_asc</b></a> throw the wind chill in there then we'll talk. that day was cold as....Mars.</p>",[],[],False,[],,0,0,0,False,True,409707641565622273,"[{'screen_name': 'MarsWxReport', 'user_id': '786939553'}]"
55,oo_oov6,_alexandraaa,271932038,410111624372957184,/oo_oov6/status/410111624372957184,2013-12-09 18:20:05,1386613205,"""@tweetsoutloud: And now for the weather. Winter on Mars is cold. via @MarsWxReport pic.twitter.com/PE0H2vrRA6""epic !!!!!!!!!!<3","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">""<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""61306578"" dir=""ltr"" href=""/tweetsoutloud""><s>@</s><b>tweetsoutloud</b></a>: And now for the weather. Winter on Mars is cold. via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""http://t.co/PE0H2vrRA6"">pic.twitter.com/PE0H2vrRA6</a>""epic !!!!!!!!!!&lt;3</p>",[],[],True,['https://pbs.twimg.com/media/Ba03BCbCMAEw6EC.jpg'],,2,1,0,False,False,,[]
56,EngelWX,Matt Engelbrecht,890974573,409757548477419520,/EngelWX/status/409757548477419520,2013-12-08 18:53:07,1386528787,"Jealous! @MarsWxReport: my current book is ""A Passion for Nature: Thomas Jefferson and Natural History"" pretty cool guy for a Wahoo","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Jealous! <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a>: my current book is ""A Passion for Nature: Thomas Jefferson and Natural History"" pretty cool guy for a Wahoo</p>",[],[],False,[],,0,0,0,False,False,,[]
57,rtphokie,Tony Rice,16207462,409757096612474880,/rtphokie/status/409757096612474880,2013-12-08 18:51:19,1386528679,"@MarsWxReport: @EngelWX my current book is ""A Passion for Nature: Thomas Jefferson and Natural History"" pretty cool guy for a Wahoo","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a>: <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""890974573"" dir=""ltr"" href=""/EngelWX""><s>@</s><b>EngelWX</b></a> my current book is ""A Passion for Nature: Thomas Jefferson and Natural History"" pretty cool guy for a Wahoo</p>",[],[],False,[],,0,0,0,False,True,409678134951571456,"[{'screen_name': 'EngelWX', 'user_id': '890974573'}]"
58,rtphokie,Tony Rice,16207462,409713737499967488,/rtphokie/status/409713737499967488,2013-12-08 15:59:01,1386518341,"@SarcasticRover @MarsCuriosity, can we send you a scarf or something? (via @MarsWxReport) pic.twitter.com/sXJ7uE8Jf6","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""740109097"" dir=""ltr"" href=""/SarcasticRover""><s>@</s><b>SarcasticRover</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15473958"" dir=""ltr"" href=""/MarsCuriosity""><s>@</s><b>MarsCuriosity</b></a>, can we send you a scarf or something? (via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a>) <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""http://t.co/sXJ7uE8Jf6"">pic.twitter.com/sXJ7uE8Jf6</a></p>",[],[],True,['https://pbs.twimg.com/media/Ba-YeStIcAAK8-r.png'],,0,0,0,False,False,,[]
59,MarsWxReport,Mars Weather,786939553,409707641565622273,/MarsWxReport/status/409707641565622273,2013-12-08 15:34:48,1386516888,"Edmonton, AB, Canada was warmer on Sol 473 (2013-12-05) than Gale Crater, Mars but not much http://climate.weather.gc.ca/climateData/generate_chart_e.html?StationID=31427&timeframe=1&type=line&MeasTypeID=temp&Year=2013&Month=12&Day=5&cmdB1=Go# …pic.twitter.com/UxWSseaRkx","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Edmonton, AB, Canada was warmer on Sol 473 (2013-12-05) than Gale Crater, Mars but not much <a class=""twitter-timeline-link"" data-expanded-url=""http://climate.weather.gc.ca/climateData/generate_chart_e.html?StationID=31427&amp;timeframe=1&amp;type=line&amp;MeasTypeID=temp&amp;Year=2013&amp;Month=12&amp;Day=5&amp;cmdB1=Go#"" dir=""ltr"" href=""http://t.co/WgFjDlvimK"" rel=""nofollow noopener"" target=""_blank"" title=""http://climate.weather.gc.ca/climateData/generate_chart_e.html?StationID=31427&amp;timeframe=1&amp;type=line&amp;MeasTypeID=temp&amp;Year=2013&amp;Month=12&amp;Day=5&amp;cmdB1=Go#""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">climate.weather.gc.ca/climateData/ge</span><span class=""invisible"">nerate_chart_e.html?StationID=31427&amp;timeframe=1&amp;type=line&amp;MeasTypeID=temp&amp;Year=2013&amp;Month=12&amp;Day=5&amp;cmdB1=Go#</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""http://t.co/UxWSseaRkx"">pic.twitter.com/UxWSseaRkx</a></p>",['http://climate.weather.gc.ca/climateData/generate_chart_e.html?StationID=31427&timeframe=1&type=line&MeasTypeID=temp&Year=2013&Month=12&Day=5&cmdB1=Go#'],[],True,['https://pbs.twimg.com/media/Ba-S7dqIUAA4KTo.png'],,43,166,7,True,False,,[]
60,MarsWxReport,Mars Weather,786939553,599378757044940800,/MarsWxReport/status/599378757044940800,2015-05-16 01:00:06,1431738006,"Sol 984 (May 14, 2015): Sunny, high -6C/21F, low -74C/-101F, pressure  at 8.4 hPa, daylight 06:46-18:51","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 984 (May 14, 2015): Sunny, high -6C/21F, low -74C/-101F, pressure  at 8.4 hPa, daylight 06:46-18:51</p>",[],[],False,[],,2,8,0,False,False,,[]
61,Trendane,Trendane - Voice Actor/Narrator,214792523,598656854978232320,/Trendane/status/598656854978232320,2015-05-14 01:11:31,1431565891,@MarsWxReport @KekaiKotaki hPa? Is that a hellaPascal...for measuring intense pressure?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""135421323"" dir=""ltr"" href=""/KekaiKotaki""><s>@</s><b>KekaiKotaki</b></a> hPa? Is that a hellaPascal...for measuring intense pressure?</p>",[],[],False,[],,0,0,0,False,True,598653980810485760,"[{'screen_name': 'MarsWxReport', 'user_id': '786939553'}]"
62,MarsWxReport,Mars Weather,786939553,598653980810485760,/MarsWxReport/status/598653980810485760,2015-05-14 01:00:06,1431565206,"Sol 981 (May 11, 2015): Sunny, high -3C/26F, low -73C/-99F, pressure  at 8.41 hPa, daylight 06:46-18:52","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 981 (May 11, 2015): Sunny, high -3C/26F, low -73C/-99F, pressure  at 8.41 hPa, daylight 06:46-18:52</p>",[],[],False,[],,5,11,1,True,False,,[]
63,MarsWxReport,Mars Weather,786939553,597929201782525953,/MarsWxReport/status/597929201782525953,2015-05-12 01:00:05,1431392405,"Sol 980 (May 10, 2015): Sunny, high 1C/33F, low -73C/-99F, pressure  at 8.4 hPa, daylight 06:47-18:52","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 980 (May 10, 2015): Sunny, high 1C/33F, low -73C/-99F, pressure  at 8.4 hPa, daylight 06:47-18:52</p>",[],[],False,[],,2,4,0,False,False,,[]
64,MarsWxReport,Mars Weather,786939553,597199633748721664,/MarsWxReport/status/597199633748721664,2015-05-10 00:41:02,1431218462,"Shoutout to another robot tweeting wx: @buoy41013 off the North Carolina coast, currently being battered by #Anahttps://twitter.com/buoy41013/status/597191667368656897 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Shoutout to another robot tweeting wx: <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""36912397"" dir=""ltr"" href=""/buoy41013""><s>@</s><b>buoy41013</b></a> off the North Carolina coast, currently being battered by <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Ana?src=hash""><s>#</s><b>Ana</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/buoy41013/status/597191667368656897"" dir=""ltr"" href=""https://t.co/A3RfojxqCu"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/buoy41013/status/597191667368656897""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/buoy41013/stat</span><span class=""invisible"">us/597191667368656897</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/buoy41013/status/597191667368656897'],['Anahttps'],False,[],,6,4,0,False,False,,[]
65,djchema78,José Molina,852739963,597012522026151937,/djchema78/status/597012522026151937,2015-05-09 12:17:31,1431173851,@MarsWxReport @marstoday @MarsCuriosity  Beautiful photo! #Mars is such a fascinating planet!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""11229162"" dir=""ltr"" href=""/marstoday""><s>@</s><b>marstoday</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15473958"" dir=""ltr"" href=""/MarsCuriosity""><s>@</s><b>MarsCuriosity</b></a>  Beautiful photo! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Mars?src=hash""><s>#</s><b>Mars</b></a> is such a fascinating planet!</p>",[],['Mars'],False,[],,0,0,0,False,True,595964651533402112,"[{'screen_name': 'MarsWxReport', 'user_id': '786939553'}]"
66,dsvilhena,Daniel Vilhena,55820042,596846989922406400,/dsvilhena/status/596846989922406400,2015-05-09 01:19:45,1431134385,"Adoro saber o tempo em Marte @MarsWxReport: Sol 977 (May 06, 2015): Sunny, high -4C/24F, low -75C/-103F","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Adoro saber o tempo em Marte <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a>: Sol 977 (May 06, 2015): Sunny, high -4C/24F, low -75C/-103F</p>",[],[],False,[],,0,0,0,False,False,,[]
67,pmichelreichold,Philipp Michel Reichold,476064370,596844267697471488,/pmichelreichold/status/596844267697471488,2015-05-09 01:08:56,1431133736,"RT @MarsWxReport: Sol 977 (May 06, 2015): Sunny, high -4C/24F, low -75C/-103F, pressure at 8.41 hPa, daylight 06:47-18:53","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a>: Sol 977 (May 06, 2015): Sunny, high -4C/24F, low -75C/-103F, pressure at 8.41 hPa, daylight 06:47-18:53</p>",[],[],False,[],,0,0,0,False,False,,[]
68,AngelaKorras,Angela Korras,78787098,596842640747855872,/AngelaKorras/status/596842640747855872,2015-05-09 01:02:29,1431133349,"Chilly RT @MarsWxReport: Sol 977 (May 06, 2015): Sunny, high -4C/24F, low -75C/-103F, pressure  at 8.41 hPa, daylight 06:47-18:53","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Chilly RT <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a>: Sol 977 (May 06, 2015): Sunny, high -4C/24F, low -75C/-103F, pressure  at 8.41 hPa, daylight 06:47-18:53</p>",[],[],False,[],,0,0,0,False,False,,[]
69,MarsWxReport,Mars Weather,786939553,596842045559283712,/MarsWxReport/status/596842045559283712,2015-05-09 01:00:07,1431133207,"Sol 977 (May 06, 2015): Sunny, high -4C/24F, low -75C/-103F, pressure  at 8.41 hPa, daylight 06:47-18:53","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 977 (May 06, 2015): Sunny, high -4C/24F, low -75C/-103F, pressure  at 8.41 hPa, daylight 06:47-18:53</p>",[],[],False,[],,1,5,0,False,False,,[]
70,casey_stedman,Some Aero-Space Guy,734762714,596465582817423360,/casey_stedman/status/596465582817423360,2015-05-08 00:04:11,1431043451,UAE Unveils Plans for #Mars Orbiter https://shar.es/1pNHTR  via @spacecom @MarsInstitute @marstoday @MarsWxReport #planetary,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""no"">UAE Unveils Plans for <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Mars?src=hash""><s>#</s><b>Mars</b></a> Orbiter <a class=""twitter-timeline-link"" data-expanded-url=""https://shar.es/1pNHTR"" dir=""ltr"" href=""https://t.co/Ktf6ahG7Ah"" rel=""nofollow noopener"" target=""_blank"" title=""https://shar.es/1pNHTR""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">shar.es/1pNHTR</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""18928764"" dir=""ltr"" href=""/spacecom""><s>@</s><b>spacecom</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""17008179"" dir=""ltr"" href=""/MarsInstitute""><s>@</s><b>MarsInstitute</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""11229162"" dir=""ltr"" href=""/marstoday""><s>@</s><b>marstoday</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""786939553"" dir=""ltr"" href=""/MarsWxReport""><s>@</s><b><strong>MarsWxReport</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/planetary?src=hash""><s>#</s><b>planetary</b></a></p>",['https://shar.es/1pNHTR'],"['Mars', 'planetary']",False,[],,0,0,0,False,False,,[]
71,MarsWxReport,Mars Weather,786939553,596117264769748993,/MarsWxReport/status/596117264769748993,2015-05-07 01:00:05,1430960405,"Sol 975 (May 04, 2015): Sunny, high -3C/26F, low -73C/-99F, pressure  at 8.43 hPa, daylight 06:47-18:53","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sol 975 (May 04, 2015): Sunny, high -3C/26F, low -73C/-99F, pressure  at 8.43 hPa, daylight 06:47-18:53</p>",[],[],False,[],,5,5,0,False,False,,[]
72,MarsWxReport,Mars Weather,786939553,595964651533402112,/MarsWxReport/status/595964651533402112,2015-05-06 14:53:40,1430924020,ICYMI sunset on Mars as seen by @MarsCuriosity ’s MastCam on Sol 956pic.twitter.com/2qzPeMyZLq,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">ICYMI sunset on Mars as seen by <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15473958"" dir=""ltr"" href=""/MarsCuriosity""><s>@</s><b>MarsCuriosity</b></a> ’s MastCam on Sol 956<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""http://t.co/2qzPeMyZLq"">pic.twitter.com/2qzPeMyZLq</a></p>",[],[],True,['https://pbs.twimg.com/media/CEVKpkuWIAE7OUO.jpg'],,50,64,1,True,False,,[]
